fir_number,date_reported,year,city,state,primary_crime_type,description,ipc_section,location_type,beat_zone,victim_age,victim_gender,arrest_made,case_status,severity,latitude,longitude,law_type,ipc_final,hour,day_of_week,age_group
fir/del/2020/8318,2020-01-01 00:00:00,2020,Delhi,Delhi,THEFT,shoplifting,378,atm,6,31,male,False,under investigation,low,28.753216263312687,77.15286709570842,IPC,IPC 378,0,Wednesday,26-35
FIR/MUM/2018/9305,2018-01-31 12:43:00,2018,Mumbai,Maharashtra,ASSAULT,grievous hurt,IPC 352,street,5,35,male,False,convicted,medium,19.18357479353991,72.83612635480584,IPC,IPC 352,12,Wednesday,26-35
FIR77492015,2015-07-06 05:52:00,2015,Delhi,Delhi,ASSAULT,simple assault,IPC 352,market,19,8,female,True,convicted,medium,28.666219489537163,77.12447668216574,IPC,IPC 352,5,Monday,Under 18
MUM-2023-4016,2023-04-29 06:28:00,2023,Mumbai,Maharashtra,ASSAULT,simple assault,IPC 351,street,27,45,female,True,closed,medium,19.10617748657182,72.75613964012051,IPC,IPC 351,6,Saturday,36-50
DEL-2019-4806,2019-01-01 00:00:00,2019,Delhi,Delhi,ROBBERY,unarmed robbery,IPC 392,bank,39,47,female,False,pending trial,high,28.6635656454428,77.2414715390195,IPC,IPC 392,0,Tuesday,36-50
fir/ban/2020/1298,2020-03-22 07:09:00,2020,Bangalore,Karnataka,OTHER IPC OFFENSE,public nuisance,IPC 151,railway station,24,65,male,False,under investigation,low,13.096832756332423,77.65819568015473,IPC,IPC 151,7,Sunday,51-65
FIR17742022,2022-01-01 00:00:00,2022,Kolkata,West Bengal,VEHICLE THEFT,two wheeler,MVA Sec 185,highway,16,67,unknown,False,charge sheeted,low,22.493477897078893,88.36671295943084,MVA,MVA 185,0,Saturday,65+
1842/2016,2016-03-20 20:26:00,2016,Patna,Bihar,THEFT,pickpocketing,378,unknown,33,43,female,False,charge sheeted,low,25.635685674219687,85.15234018602493,IPC,IPC 378,20,Sunday,36-50
1542/2015,2015-01-01 00:00:00,2015,Hyderabad,Telangana,THEFT,mobile theft,378 IPC,bank,40,42,male,False,convicted,low,17.49450033753786,78.4483362086439,IPC,IPC 378,0,Thursday,36-50
FIR17742018,2018-01-01 00:00:00,2018,Lucknow,Uttar Pradesh,KIDNAPPING,abduction for ransom,363 IPC,railway station,16,46,unknown,False,closed,high,26.71410782696833,80.91274338800314,IPC,IPC 363,0,Monday,36-50
8662/2019,2019-01-01 00:00:00,2019,Nagpur,Maharashtra,THEFT,chain snatching,378 IPC,office,32,51,unknown,False,charge sheeted,low,21.17586953049865,79.06992126099436,IPC,IPC 378,0,Tuesday,51-65
fir/guw/2021/6353,2021-05-17 08:53:00,2021,Guwahati,Assam,KIDNAPPING,child kidnapping,IPC-363,atm,46,42,female,False,under investigation,high,26.031304104289728,91.62727691183412,IPC,IPC 363,8,Monday,36-50
HYD-2022-2776,2022-08-08 12:18:00,2022,Hyderabad,Telangana,ASSAULT,simple assault,Sec. 351,market,43,35,female,True,closed,medium,17.53155994969705,78.42321473519468,IPC,IPC 351,12,Monday,26-35
6822/2022,2022-01-01 00:00:00,2022,Bangalore,Karnataka,ASSAULT,grievous hurt,ipc 351,street,30,73,male,True,closed,medium,12.915079927593322,77.46569722245748,IPC,IPC 351,0,Saturday,65+
fir/del/2018/2898,2018-03-03 23:02:00,2018,Delhi,Delhi,KIDNAPPING,child kidnapping,363 IPC,street,47,59,male,False,under investigation,high,28.76593028297574,77.12452063171355,IPC,IPC 363,23,Saturday,51-65
KOC-2016-5546,2016-05-19 01:54:00,2016,Kochi,Kerala,THEFT,pickpocketing,378 IPC,atm,30,68,male,True,closed,low,9.894330758264044,76.13183078570042,IPC,IPC 378,1,Thursday,65+
fir/del/2015/2668,2015-02-04 12:55:00,2015,Delhi,Delhi,DRUG OFFENSE,trafficking,NDPS ACT Sec 8,railway station,30,41,unknown,True,under investigation,low,28.59021123638103,77.1684166076915,NDPS,NDPS 8,12,Wednesday,36-50
fir/mum/2020/2078,2020-01-01 00:00:00,2020,Mumbai,Maharashtra,RAPE/SEXUAL ASSAULT,sexual assault,IPC 376,highway,40,21,male,False,charge sheeted,high,19.003409697522457,72.8514114221785,IPC,IPC 376,0,Wednesday,18-25
fir/mum/2019/3283,2019-08-16 00:00:00,2019,Mumbai,Maharashtra,FRAUD/CHEATING,upi fraud,420 IPC,market,10,7,male,True,acquitted,low,18.997203989501088,72.84146018205918,IPC,IPC 420,0,Friday,Under 18
fir/ahm/2016/4658,2016-10-31 17:38:00,2016,Ahmedabad,Gujarat,ASSAULT,grievous hurt,ipc 351,residence,20,68,male,False,under investigation,medium,23.16703051112972,72.49452591994255,IPC,IPC 351,17,Monday,65+
FIR37692023,2023-07-19 17:01:00,2023,Patna,Bihar,DRUG OFFENSE,possession,Sec 20 NDPS,railway station,1,21,male,True,closed,low,25.52674487888224,85.03855055013716,NDPS,NDPS 20,17,Wednesday,18-25
FIR/BAN/2016/6760,2016-01-21 13:55:00,2016,Bangalore,Karnataka,EXTORTION,threatening,383 IPC,railway station,46,31,male,False,charge sheeted,medium,13.075072081288225,77.6339338891279,IPC,IPC 383,13,Thursday,26-35
4117/2019,2019-01-02 12:31:00,2019,Nagpur,Maharashtra,EXTORTION,threatening,ipc 383,school,25,6,male,False,charge sheeted,medium,21.10353311881644,78.97962397583998,IPC,IPC 383,12,Wednesday,Under 18
FIR/PAT/2018/6155,2018-07-24 00:00:00,2018,Patna,Bihar,ASSAULT,grievous hurt,Sec. 351,bank,44,56,unknown,False,charge sheeted,medium,25.696158820251625,85.17750984853348,IPC,IPC 351,0,Tuesday,51-65
LUC-2015-1936,2015-03-03 21:39:00,2015,Lucknow,Uttar Pradesh,KIDNAPPING,abduction for ransom,IPC-363,market,25,12,male,True,convicted,high,26.94131479548648,81.09502847018463,IPC,IPC 363,21,Tuesday,Under 18
KAN-2015-7281,2015-05-30 12:21:00,2015,Kanpur,Uttar Pradesh,ASSAULT,grievous hurt,IPC 352,market,25,57,female,True,closed,medium,26.354915407988763,80.21045188987561,IPC,IPC 352,12,Saturday,51-65
FIR/HYD/2018/5730,2018-08-13 20:32:00,2018,Hyderabad,Telangana,ASSAULT,simple assault,ipc 351,railway station,5,19,female,False,acquitted,medium,17.29051836006894,78.41576710168532,IPC,IPC 351,20,Monday,18-25
9777/2019,2019-10-15 06:40:00,2019,Pune,Maharashtra,FRAUD/CHEATING,upi fraud,ipc 420,atm,25,66,male,False,closed,low,18.39403376863137,73.73092482192615,IPC,IPC 420,6,Tuesday,65+
FIR85542015,2015-12-10 22:59:00,2015,Bangalore,Karnataka,CYBER CRIME,phishing,IT Act 66,unknown,7,8,unknown,True,closed,low,13.101945099542643,77.60570848816627,IT,IT 66,22,Thursday,Under 18
FIR10192021,2021-03-08 00:00:00,2021,Mumbai,Maharashtra,DOMESTIC VIOLENCE,dowry harassment,Sec 498A,bank,44,36,female,False,under investigation,medium,18.961954031178774,72.7692568785592,IPC,IPC 498,0,Monday,36-50
FIR/MUM/2017/5535,2017-05-07 02:35:00,2017,Mumbai,Maharashtra,ATTEMPT TO MURDER,shooting,Sec 307,unknown,25,45,female,False,convicted,high,19.10017168243456,72.94311315591386,IPC,IPC 307,2,Sunday,36-50
FIR/BAN/2016/2185,2016-12-05 17:38:00,2016,Bangalore,Karnataka,DOMESTIC VIOLENCE,physical abuse,Sec 498A,residence,24,46,unknown,False,closed,medium,12.905462461293776,77.66092676923564,IPC,IPC 498,17,Monday,36-50
FIR/LUC/2016/5905,2016-01-16 15:06:00,2016,Lucknow,Uttar Pradesh,KIDNAPPING,abduction for ransom,Sec 363,railway station,24,70,male,False,pending trial,high,26.730225091101477,81.02741335000401,IPC,IPC 363,15,Saturday,65+
FIR/HYD/2023/6465,2023-03-05 10:54:00,2023,Hyderabad,Telangana,VEHICLE THEFT,two wheeler,379 IPC,street,22,9,male,False,acquitted,low,17.275221828011663,78.56610568631385,IPC,IPC 379,10,Sunday,Under 18
fir/ban/2018/4853,2018-02-19 15:26:00,2018,Bangalore,Karnataka,ASSAULT,road rage,IPC 351,atm,15,55,male,False,convicted,medium,12.857998569392972,77.54889621907641,IPC,IPC 351,15,Monday,51-65
fir/hyd/2016/8303,2016-11-09 22:12:00,2016,Hyderabad,Telangana,EXTORTION,online extortion,383 IPC,railway station,47,39,female,False,convicted,medium,17.461037635248566,78.63425296079005,IPC,IPC 383,22,Wednesday,36-50
IND-2023-1821,2023-02-08 17:42:00,2023,Indore,Madhya Pradesh,ASSAULT,simple assault,351 IPC,residence,33,70,male,False,closed,medium,22.75566057923726,75.86704507001333,IPC,IPC 351,17,Wednesday,65+
FIR/DEL/2015/3495,2015-08-12 18:36:00,2015,Delhi,Delhi,DACOITY,gang robbery,ipc 395,school,25,7,male,False,under investigation,high,28.819738546671136,77.02172340834505,IPC,IPC 395,18,Wednesday,Under 18
FIR40342019,2019-12-14 20:51:00,2019,Bhubaneswar,Odisha,DRUG OFFENSE,trafficking,NDPS ACT Sec 8,street,3,30,male,False,charge sheeted,low,20.43910279725221,85.78410016288896,NDPS,NDPS 8,20,Saturday,26-35
FIR49842016,2016-01-14 21:54:00,2016,Mumbai,Maharashtra,THEFT,pickpocketing,IPC 378,school,38,53,male,False,charge sheeted,low,19.11107485175314,72.85546768258303,IPC,IPC 378,21,Thursday,51-65
FIR/HYD/2015/6810,2015-02-22 08:12:00,2015,Hyderabad,Telangana,DRUG OFFENSE,trafficking,NDPS Act,railway station,3,48,male,True,closed,low,17.424058904742758,78.50385922218048,NDPS,NDPS,8,Sunday,36-50
FIR79542018,2018-03-02 02:12:00,2018,Kanpur,Uttar Pradesh,MURDER,premeditated,302 IPC,unknown,49,74,male,False,charge sheeted,high,26.366806545807183,80.35238166253512,IPC,IPC 302,2,Friday,65+
FIR/MUM/2021/9670,2021-01-01 00:00:00,2021,Mumbai,Maharashtra,THEFT,pickpocketing,Sec 378,unknown,22,75,female,False,pending trial,low,19.09783358244993,72.79762301844788,IPC,IPC 378,0,Friday,65+
FIR/BAN/2020/9410,2020-06-18 00:17:00,2020,Bangalore,Karnataka,ATTEMPT TO MURDER,stabbing,IPC 307,bank,1,77,male,False,charge sheeted,high,12.935654092810683,77.56124416906763,IPC,IPC 307,0,Thursday,65+
6247/2021,2021-09-23 09:03:00,2021,Kanpur,Uttar Pradesh,MURDER,premeditated,302 IPC,unknown,3,23,male,False,convicted,high,26.50320694321542,80.2265529701354,IPC,IPC 302,9,Thursday,18-25
FIR/HYD/2017/4860,2017-10-22 10:05:00,2017,Hyderabad,Telangana,THEFT,pickpocketing,IPC-378,market,14,43,unknown,False,charge sheeted,low,17.294832664375285,78.57661353046801,IPC,IPC 378,10,Sunday,36-50
FIR94542017,2017-01-01 00:00:00,2017,Patna,Bihar,THEFT,shoplifting,378,street,25,34,male,False,closed,low,25.545156981794594,85.23644511608516,IPC,IPC 378,0,Sunday,26-35
fir/jai/2019/8323,2019-10-29 00:00:00,2019,Jaipur,Rajasthan,THEFT,shoplifting,378,street,15,55,female,True,charge sheeted,low,26.79529176070992,75.8358546070761,IPC,IPC 378,0,Tuesday,51-65
FIR/CHE/2020/8225,2020-07-05 04:39:00,2020,Chennai,Tamil Nadu,RAPE/SEXUAL ASSAULT,sexual assault,IPC 376,unknown,1,21,unknown,False,pending trial,high,13.215259640038523,80.27395443046632,IPC,IPC 376,4,Sunday,18-25
FIR/PAT/2020/3535,2020-01-11 17:28:00,2020,Patna,Bihar,FRAUD/CHEATING,online fraud,420,street,18,7,male,False,under investigation,low,25.672827516289992,85.07100004499021,IPC,IPC 420,17,Saturday,Under 18
3087/2021,2021-12-25 03:47:00,2021,Lucknow,Uttar Pradesh,THEFT,mobile theft,Sec 378,bank,39,8,male,True,closed,low,26.785436836383948,81.06886242251773,IPC,IPC 378,3,Saturday,Under 18
FIR27292022,2022-10-21 09:54:00,2022,Hyderabad,Telangana,ROBBERY,unarmed robbery,IPC 392,street,44,69,male,False,closed,high,17.385222908350144,78.61661417406263,IPC,IPC 392,9,Friday,65+
FIR/BAN/2020/3785,2020-07-16 13:41:00,2020,Bangalore,Karnataka,CYBER CRIME,phishing,IT Act 66,residence,48,56,female,False,closed,low,13.08204339765093,77.68415212319557,IT,IT 66,13,Thursday,51-65
FIR11142016,2016-09-28 21:05:00,2016,Bangalore,Karnataka,OTHER IPC OFFENSE,public nuisance,IPC 107,office,9,8,unknown,False,under investigation,low,12.961180956020897,77.61992143500449,IPC,IPC 107,21,Wednesday,Under 18
fir/che/2016/5133,2016-07-07 08:57:00,2016,Chennai,Tamil Nadu,ROBBERY,unarmed robbery,Sec 392,market,11,38,female,True,under investigation,high,13.203595081236951,80.20470470850964,IPC,IPC 392,8,Thursday,36-50
FIR25642017,2017-02-24 00:46:00,2017,Bangalore,Karnataka,MURDER,premeditated,IPC 302,market,14,26,female,False,pending trial,high,13.064194210432506,77.54283055914253,IPC,IPC 302,0,Friday,26-35
FIR/AHM/2016/1770,2016-06-08 01:14:00,2016,Ahmedabad,Gujarat,ASSAULT,grievous hurt,IPC 352,school,9,6,female,False,under investigation,medium,22.99655868510827,72.68579433854454,IPC,IPC 352,1,Wednesday,Under 18
fir/ban/2018/8573,2018-01-10 00:57:00,2018,Bangalore,Karnataka,THEFT,pickpocketing,378,unknown,29,79,unknown,True,closed,low,12.918044413083514,77.52633769569732,IPC,IPC 378,0,Wednesday,65+
fir/jai/2019/1598,2019-01-01 00:00:00,2019,Jaipur,Rajasthan,THEFT,mobile theft,378,street,29,29,male,True,closed,low,26.837119872695247,75.85581074715796,IPC,IPC 378,0,Tuesday,26-35
AHM-2016-9471,2016-04-22 05:32:00,2016,Ahmedabad,Gujarat,CYBER CRIME,identity theft,IT Act 66,highway,45,36,male,False,charge sheeted,low,23.13228481594212,72.70246034280301,IT,IT 66,5,Friday,36-50
FIR/IND/2018/8960,2018-02-24 02:25:00,2018,Indore,Madhya Pradesh,CYBER CRIME,social media abuse,IT ACT 66,unknown,19,10,male,False,closed,low,22.609808713595623,75.88846404491474,IT,IT 66,2,Saturday,Under 18
4152/2018,2018-04-14 12:19:00,2018,Lucknow,Uttar Pradesh,FRAUD/CHEATING,online fraud,IPC-420,bank,21,55,male,False,under investigation,low,26.73681480401608,80.8241243322475,IPC,IPC 420,12,Saturday,51-65
2652/2020,2020-03-24 02:58:00,2020,Nagpur,Maharashtra,FRAUD/CHEATING,bank fraud,420,railway station,47,68,female,True,under investigation,low,21.209872048961994,79.03039071690146,IPC,IPC 420,2,Tuesday,65+
FIR58992016,2016-11-07 00:00:00,2016,Mumbai,Maharashtra,BURGLARY,house breaking,Sec. 457,residence,6,70,female,False,charge sheeted,medium,19.024071326812557,72.847009258966,IPC,IPC 457,0,Monday,65+
fir/guw/2022/6993,2022-05-14 09:14:00,2022,Guwahati,Assam,ARSON,property fire,ipc 435,street,42,53,male,False,charge sheeted,high,26.041655188823555,91.59050358855713,IPC,IPC 435,9,Saturday,51-65
CHE-2020-5231,2020-06-08 14:01:00,2020,Chennai,Tamil Nadu,ROBBERY,bank robbery,IPC-392,street,13,71,female,False,charge sheeted,high,12.994218248424335,80.36673447386713,IPC,IPC 392,14,Monday,65+
2472/2016,2016-09-01 15:57:00,2016,Patna,Bihar,THEFT,chain snatching,IPC-378,market,39,76,unknown,False,closed,low,25.526984473863816,85.08010948365833,IPC,IPC 378,15,Thursday,65+
7117/2019,2019-08-18 10:49:00,2019,Pune,Maharashtra,ASSAULT,grievous hurt,Sec. 351,market,20,11,male,False,under investigation,medium,18.454980218633185,73.95062291448612,IPC,IPC 351,10,Sunday,Under 18
FIR67042018,2018-07-01 00:27:00,2018,Kochi,Kerala,RIOTING,communal riot,IPC 148,street,19,50,male,False,closed,medium,9.997233579081872,76.1801861013589,IPC,IPC 148,0,Sunday,36-50
2337/2016,2016-11-17 06:17:00,2016,Delhi,Delhi,ROBBERY,armed robbery,Sec 392,street,33,31,male,False,charge sheeted,high,28.84941847611558,77.08356102307293,IPC,IPC 392,6,Thursday,26-35
HYD-2016-6731,2016-02-05 00:00:00,2016,Hyderabad,Telangana,CYBER CRIME,hacking,IT Act 66,railway station,24,11,male,True,pending trial,low,17.338203392199127,78.37941169095673,IT,IT 66,0,Friday,Under 18
DEL-2015-6461,2015-07-27 17:10:00,2015,Delhi,Delhi,DRUG OFFENSE,trafficking,Sec 20 NDPS,office,19,27,male,False,under investigation,low,28.65955991661068,76.99256888888357,NDPS,NDPS 20,17,Monday,26-35
FIR/KAN/2017/9970,2017-11-02 12:25:00,2017,Kanpur,Uttar Pradesh,EXTORTION,online extortion,Sec 383,office,34,16,male,False,pending trial,medium,26.559804614705435,80.22342322317914,IPC,IPC 383,12,Thursday,Under 18
fir/sur/2019/1903,2019-09-04 23:03:00,2019,Surat,Gujarat,THEFT,chain snatching,378,bank,38,59,male,False,pending trial,low,21.25228202591168,72.98099468369409,IPC,IPC 378,23,Wednesday,51-65
1362/2022,2022-12-21 15:39:00,2022,Lucknow,Uttar Pradesh,BURGLARY,night burglary,457 IPC,street,46,7,male,False,under investigation,medium,26.775834841174177,80.91176383960982,IPC,IPC 457,15,Wednesday,Under 18
FIR/SUR/2021/3870,2021-01-01 00:00:00,2021,Surat,Gujarat,FRAUD/CHEATING,online fraud,ipc 420,railway station,21,77,male,True,closed,low,21.233119689450707,72.73458970515406,IPC,IPC 420,0,Friday,65+
PAT-2018-9736,2018-10-01 01:45:00,2018,Patna,Bihar,THEFT,pickpocketing,378 IPC,atm,30,21,male,False,charge sheeted,low,25.55805393797768,85.04021858062188,IPC,IPC 378,1,Monday,18-25
FIR/BAN/2019/9530,2019-04-18 04:51:00,2019,Bangalore,Karnataka,FRAUD/CHEATING,online fraud,Sec 420,railway station,46,67,male,True,under investigation,low,13.055546284597597,77.58231272839744,IPC,IPC 420,4,Thursday,65+
FIR/DEL/2022/2605,2022-09-24 06:23:00,2022,Delhi,Delhi,BURGLARY,night burglary,Sec. 457,railway station,41,7,unknown,False,acquitted,medium,28.59923877835184,77.19356240614918,IPC,IPC 457,6,Saturday,Under 18
6262/2018,2018-01-01 00:00:00,2018,Chennai,Tamil Nadu,ASSAULT,simple assault,IPC 352,street,13,64,female,False,charge sheeted,medium,13.122881868279412,80.19671831080397,IPC,IPC 352,0,Monday,51-65
HYD-2017-4756,2017-10-26 02:53:00,2017,Hyderabad,Telangana,DOMESTIC VIOLENCE,mental cruelty,DV Act 2005,residence,47,72,female,True,pending trial,medium,17.493710321726883,78.36656795784499,DV,DV,2,Thursday,65+
1502/2018,2018-01-01 00:00:00,2018,Bangalore,Karnataka,ROBBERY,armed robbery,Sec 392,street,10,22,female,True,closed,high,12.89601949051115,77.53425384142295,IPC,IPC 392,0,Monday,18-25
HYD-2019-8276,2019-12-22 20:16:00,2019,Hyderabad,Telangana,ASSAULT,road rage,IPC 352,highway,11,26,female,True,pending trial,medium,17.37951960850771,78.55866775297301,IPC,IPC 352,20,Sunday,26-35
fir/hyd/2015/6083,2015-03-08 00:00:00,2015,Hyderabad,Telangana,CYBER CRIME,identity theft,it act 66,residence,18,42,male,False,charge sheeted,low,17.51111292049449,78.36506798173917,IT,IT 66,0,Sunday,36-50
IND-2019-4396,2019-12-12 07:03:00,2019,Indore,Madhya Pradesh,MURDER,premeditated,IPC 302,highway,14,38,female,False,acquitted,high,22.729892077746467,75.94246573804922,IPC,IPC 302,7,Thursday,36-50
FIR57442020,2020-08-11 14:34:00,2020,Chennai,Tamil Nadu,EXTORTION,online extortion,383 IPC,bank,21,55,female,True,under investigation,medium,13.208937545186757,80.18944812661616,IPC,IPC 383,14,Tuesday,51-65
FIR/DEL/2020/3310,2020-01-01 00:00:00,2020,Delhi,Delhi,THEFT,shoplifting,IPC-378,residence,42,33,male,True,closed,low,28.60847180799365,77.18362523221153,IPC,IPC 378,0,Wednesday,26-35
8842/2019,2019-06-23 05:19:00,2019,Lucknow,Uttar Pradesh,CYBER CRIME,hacking,it act 66,office,43,79,female,False,closed,low,26.92543322786664,80.83368551281237,IT,IT 66,5,Sunday,65+
FIR60592015,2015-10-18 00:00:00,2015,Bhubaneswar,Odisha,CYBER CRIME,identity theft,66C IT Act,railway station,10,73,female,False,closed,low,20.1659841737986,85.83042969675886,IT,IT 66,0,Sunday,65+
FIR/JAI/2023/9305,2023-12-08 15:16:00,2023,Jaipur,Rajasthan,THEFT,pickpocketing,378 IPC,highway,17,40,male,False,under investigation,low,26.87265887005007,75.66689401876987,IPC,IPC 378,15,Friday,36-50
CHE-2021-7731,2021-05-10 00:00:00,2021,Chennai,Tamil Nadu,RAPE/SEXUAL ASSAULT,sexual assault,IPC 376,market,15,39,male,True,convicted,high,13.055385556664152,80.12323137530751,IPC,IPC 376,0,Monday,36-50
3432/2019,2019-04-18 01:13:00,2019,Ahmedabad,Gujarat,THEFT,shoplifting,378,highway,25,20,female,False,charge sheeted,low,22.93245014081321,72.6816704667083,IPC,IPC 378,1,Thursday,18-25
3387/2018,2018-02-06 00:00:00,2018,Guwahati,Assam,FRAUD/CHEATING,upi fraud,IPC-420,railway station,32,57,female,False,pending trial,low,26.167380143073217,91.79162068901124,IPC,IPC 420,0,Tuesday,51-65
MUM-2021-2291,2021-08-27 00:00:00,2021,Mumbai,Maharashtra,VEHICLE THEFT,two wheeler,379 IPC,market,38,7,female,False,closed,low,19.055013719630225,72.99094126605254,IPC,IPC 379,0,Friday,Under 18
BHO-2023-7501,2023-12-17 07:04:00,2023,Bhopal,Madhya Pradesh,ROBBERY,unarmed robbery,IPC 392,market,15,51,male,False,charge sheeted,high,23.3887174264294,77.39115929559111,IPC,IPC 392,7,Sunday,51-65
3987/2016,2016-07-16 00:00:00,2016,Bhopal,Madhya Pradesh,FRAUD/CHEATING,investment scam,420,office,32,20,female,False,charge sheeted,low,23.210204042186515,77.27809361255976,IPC,IPC 420,0,Saturday,18-25
FIR71242015,2015-08-20 16:11:00,2015,Hyderabad,Telangana,ASSAULT,road rage,ipc 351,office,10,8,female,False,convicted,medium,17.5309858178701,78.50669950240908,IPC,IPC 351,16,Thursday,Under 18
FIR78442019,2019-04-26 06:30:00,2019,Mumbai,Maharashtra,THEFT,shoplifting,Sec 378,residence,38,11,female,False,pending trial,low,19.044453542170487,73.0048947899776,IPC,IPC 378,6,Friday,Under 18
5622/2020,2020-01-01 00:00:00,2020,Delhi,Delhi,COUNTERFEITING,fake currency,489A IPC,bank,12,46,male,False,under investigation,low,28.65920338949676,77.0102666647235,IPC,IPC 489,0,Wednesday,36-50
FIR38492018,2018-09-14 10:02:00,2018,Delhi,Delhi,OTHER IPC OFFENSE,public nuisance,ipc 151,highway,43,76,female,False,closed,low,28.83977084203458,77.13888777736435,IPC,IPC 151,10,Friday,65+
FIR/GUW/2022/4485,2022-07-31 06:35:00,2022,Guwahati,Assam,DOMESTIC VIOLENCE,mental cruelty,DV Act 2005,bank,40,73,female,False,pending trial,medium,26.23087078589369,91.71772802192348,DV,DV,6,Sunday,65+
fir/del/2015/6723,2015-01-04 00:00:00,2015,Delhi,Delhi,CYBER CRIME,identity theft,IT Act 66,residence,5,13,female,True,charge sheeted,low,28.69035918252236,77.1106455249515,IT,IT 66,0,Sunday,Under 18
FIR/KAN/2019/7110,2019-01-01 00:00:00,2019,Kanpur,Uttar Pradesh,RIOTING,communal riot,147 IPC,railway station,10,57,male,False,closed,medium,26.500738028416727,80.45932153963504,IPC,IPC 147,0,Tuesday,51-65
4242/2016,2016-10-11 14:19:00,2016,Mumbai,Maharashtra,DRUG OFFENSE,possession,NDPS Act,bank,4,59,male,False,closed,low,18.985890761356035,72.95435675294702,NDPS,NDPS,14,Tuesday,51-65
FIR15992015,2015-07-01 13:20:00,2015,Mumbai,Maharashtra,KIDNAPPING,abduction for ransom,363 IPC,atm,27,57,female,False,under investigation,high,19.1830942895876,72.89227581966831,IPC,IPC 363,13,Wednesday,51-65
