fir_number,date_reported,year,city,state,primary_crime_type,description,ipc_section,location_type,beat_zone,victim_age,victim_gender,arrest_made,case_status,severity,latitude,longitude
FIR70792023,08/10/2023 20:13:00,2023,Jaipur,Rajasthan,ROBBERY,Unarmed Robbery,IPC 392,OFFICE,28.0,52.0,F,y,Under Investigation,HIGH,26.996880225266093,75.92930193176052
FIR87792017,23-08-2017,2017,Mumbai,Maharashtra,BURGLARY,house breaking,ipc 457,RAILWAY STATION,3.0,79.0,m,no,Acquitted,Medium,19.00996093377545,72.84072359420973
fir/koc/2019/1683,30-12-2019,2019,Kochi,Kerala,CYBER CRIME,hacking,IT ACT 66,Market,12.0,39.0,f,Yes,CONVICTED,low,10.076369841921105,76.20555714947353
4457/2019,2019-06-05 00:01:00,2019,Bangalore,Karnataka,BURGLARY,house breaking,457 IPC,BANK,1.0,41.0,Female,Y,Closed,Medium,13.03014409904688,77.67469206503084
FIR/GUW/2015/7035,03-08-2015,2015,Guwahati,Assam,BURGLARY,House Breaking,Sec. 457,Highway,46.0,,,,Convicted,Medium,,
1607/2015,22/11/2015 02:00:00,2015,Jaipur,Rajasthan,FRAUD/CHEATING,Bank Fraud,ipc 420,Highway,33.0,78.0,Male,No,Closed,Low,27.04792186209215,75.79175637578713
9852/2019,05 November 2019 08:35 PM,2019,Mumbai,Maharashtra,ASSAULT,SIMPLE ASSAULT,351 IPC,Market,8.0,23.0,male,NO,UNDER INVESTIGATION,Medium,19.167571095441797,72.73551512698278
5252/2023,07 January 2023 04:13 PM,2023,Bangalore,Karnataka,BURGLARY,House Breaking,ipc 457,ATM,33.0,,Female,YES,,Medium,,
PUN-2016-8176,11/12/2016 10:42:00,2016,Pune,Maharashtra,COUNTERFEITING,Fake Currency,IPC 489A,Office,12.0,54.0,male,no,CONVICTED,Low,18.38978675773839,73.85756974970825
fir/koc/2020/1583,26/07/2020 17:29:00,2020,Kochi,Kerala,DRUG OFFENSE,POSSESSION,Sec 20 NDPS,Residence,6.0,16.0,MALE,,CLOSED,LOW,9.795917084673766,76.1858734596089
fir/jai/2022/2268,14 February 2022 09:49 PM,2022,Jaipur,Rajasthan,THEFT,Shoplifting,IPC-378,Highway,19.0,43.0,,,PENDING TRIAL,Low,26.934325635253888,75.65002360539123
FIR/BAN/2016/4195,13-12-2016,2016,Bangalore,Karnataka,BURGLARY,Night Burglary,457 IPC,Street,36.0,28.0,f,NO,Pending Trial,Medium,,
fir/del/2020/2848,03/12/2020 12:43:00,2020,Delhi,Delhi,VEHICLE THEFT,Car Theft,MVA Sec 185,,7.0,30.0,F,No,CHARGE SHEETED,Low,28.676540409856397,77.0321440319017
fir/mum/2015/1878,1427294220,2015,Mumbai,Maharashtra,FRAUD/CHEATING,INVESTMENT SCAM,Sec 420,Bank,10.0,36.0,male,No,Convicted,Low,,
6117/2015,18/09/15 07:43,2015,Bhopal,Madhya Pradesh,ASSAULT,SIMPLE ASSAULT,Sec. 351,RAILWAY STATION,3.0,20.0,FEMALE,,Closed,Medium,23.133729328924066,77.48080223066587
2692/2019,01 April 2019 12:35 PM,2019,Mumbai,Maharashtra,ASSAULT,Road Rage,351 IPC,street,1.0,10.0,M,,CONVICTED,Medium,19.08124734280487,72.8020620263303
MUM-2022-2381,08/12/22 12:18,2022,Mumbai,Maharashtra,ASSAULT,Grievous Hurt,Sec. 351,street,23.0,67.0,,n,UNDER INVESTIGATION,Medium,19.190623609999207,72.76255505375865
9167/2019,04/04/2019 13:21:00,2019,Mumbai,Maharashtra,DRUG OFFENSE,POSSESSION,NDPS ACT Sec 8,Office,27.0,39.0,male,,charge sheeted,LOW,19.04854458341776,72.9651958322661
FIR93192016,03/04/2016 19:53:00,2016,Indore,Madhya Pradesh,ASSAULT,Simple Assault,IPC 352,,23.0,56.0,FEMALE,,charge sheeted,Medium,22.797049403709256,75.76101967906493
fir/ban/2019/4763,03-01-2019,2019,Bangalore,Karnataka,DRUG OFFENSE,Trafficking,NDPS Act,Residence,48.0,71.0,,False,UNDER INVESTIGATION,LOW,12.991946170828621,77.58690704809828
AHM-2022-2121,2022-12-25 12:40:00,2022,Ahmedabad,Gujarat,FRAUD/CHEATING,BANK FRAUD,IPC-420,,14.0,79.0,FEMALE,Yes,Charge Sheeted,Low,,
8767/2022,19/05/2022 14:45:00,2022,Hyderabad,Telangana,KIDNAPPING,Abduction for Ransom,ipc 363,RAILWAY STATION,27.0,32.0,F,no,,High,17.277054333407712,78.35741581736544
KOL-2022-7791,30/03/2022 00:01:00,2022,Kolkata,West Bengal,EXTORTION,ONLINE EXTORTION,383 IPC,Residence,40.0,25.0,MALE,NO,Acquitted,medium,22.55304563397643,88.31063873227839
FIR18042021,29 December 2021 05:04 AM,2021,Kolkata,West Bengal,FRAUD/CHEATING,ONLINE FRAUD,420 IPC,Railway Station,33.0,15.0,F,NO,charge sheeted,Low,22.600260794430763,88.24824460785773
FIR/BHO/2019/7485,30/07/19 16:11,2019,Bhopal,Madhya Pradesh,ASSAULT,simple assault,IPC 352,,9.0,36.0,Female,,under investigation,Medium,23.344362820737114,77.3014053844321
FIR91142021,03/06/2021 03:24:00,2021,Jaipur,Rajasthan,MURDER,Premeditated,IPC-302,MARKET,35.0,65.0,male,,under investigation,High,,
FIR/DEL/2020/9810,12/30/2020 06:55:00,2020,Delhi,Delhi,CYBER CRIME,IDENTITY THEFT,IT ACT 66,Market,36.0,50.0,female,no,PENDING TRIAL,low,28.585806409920266,77.23017187899866
FIR79092021,01/06/21 04:41,2021,Delhi,Delhi,DRUG OFFENSE,POSSESSION,NDPS ACT Sec 8,School,14.0,65.0,Unknown,FALSE,under investigation,LOW,28.584006735217844,77.10413775316509
LUC-2016-5196,18 August 2016 11:48 AM,2016,Lucknow,Uttar Pradesh,DOMESTIC VIOLENCE,Physical Abuse,IPC 498A,street,2.0,43.0,m,No,charge sheeted,MEDIUM,26.98443426306836,80.97211116492736
LUC-2018-8056,27/12/2018 22:19:00,2018,Lucknow,Uttar Pradesh,BURGLARY,Shop Breaking,Sec. 457,STREET,15.0,77.0,male,FALSE,under investigation,Medium,26.76498791179132,80.8675885873264
9712/2022,19/10/2022 04:24:00,2022,Mumbai,Maharashtra,THEFT,Chain Snatching,IPC-378,Street,15.0,40.0,Female,n,CLOSED,Low,19.12439393224826,72.99055902706205
HYD-2019-2231,11/09/2019 16:26:00,2019,Hyderabad,Telangana,FRAUD/CHEATING,BANK FRAUD,420 IPC,BANK,46.0,58.0,,no,Closed,Low,17.501147515516255,78.40420639816972
FIR/BAN/2022/7660,20 July 2022 08:00 PM,2022,Bangalore,Karnataka,DRUG OFFENSE,possession,NDPS Act,OFFICE,36.0,,female,,Charge Sheeted,LOW,,
FIR13592021,09/05/2021 22:13:00,2021,Pune,Maharashtra,VEHICLE THEFT,two wheeler,IPC 379,BANK,36.0,71.0,Female,yes,Closed,Low,18.402890404585772,73.82555410661786
HYD-2022-9136,22/03/2022 19:21:00,2022,Hyderabad,Telangana,DOMESTIC VIOLENCE,Mental Cruelty,498-A IPC,Railway Station,42.0,76.0,M,,CLOSED,MEDIUM,17.479292438311795,78.47329855718547
8167/2015,05/02/2015 14:45:00,2015,Kolkata,West Bengal,THEFT,Chain Snatching,ipc 378,RAILWAY STATION,28.0,9.0,,,Closed,Low,22.65562220023634,88.48263776458141
4132/2015,28 May 2015 10:38 PM,2015,Kochi,Kerala,DRUG OFFENSE,POSSESSION,NDPS Act,BANK,34.0,,,No,closed,LOW,9.823632162165197,76.22434394952852
fir/ban/2023/2823,09/09/2023 01:19:00,2023,Bangalore,Karnataka,ASSAULT,Road Rage,IPC 352,RESIDENCE,34.0,51.0,F,,CLOSED,Medium,13.007642955436733,77.70706978627922
fir/jai/2016/8798,1481050560,2016,Jaipur,Rajasthan,BURGLARY,House Breaking,IPC 457,OFFICE,25.0,52.0,Male,TRUE,Charge Sheeted,Medium,27.037936099734964,75.6763881276832
FIR23792021,22-03-2021,2021,Nagpur,Maharashtra,THEFT,Chain Snatching,ipc 378,Residence,22.0,9.0,M,,Under Investigation,Low,21.28539773102501,79.12064531524784
7947/2020,23-11-2020,2020,Jaipur,Rajasthan,FRAUD/CHEATING,Bank Fraud,420 IPC,Market,35.0,64.0,male,n,under investigation,Low,26.91342223316694,75.92258941514795
FIR37692022,2022-02-05 21:02:00,2022,Mumbai,Maharashtra,FRAUD/CHEATING,INVESTMENT SCAM,420,RESIDENCE,10.0,21.0,Female,No,charge sheeted,Low,19.091368127230783,72.84875144954363
FIR/MUM/2018/4965,06/12/18 16:38,2018,Mumbai,Maharashtra,VEHICLE THEFT,two wheeler,MVA Sec 185,ATM,7.0,28.0,MALE,yes,Pending Trial,Low,19.088117735804683,73.01585515365768
FIR/MUM/2021/3455,24/08/2021 00:36:00,2021,Mumbai,Maharashtra,BURGLARY,house breaking,Sec. 457,street,22.0,50.0,FEMALE,No,,Medium,19.00861626170928,72.8160104843958
MUM-2017-3611,09-05-2017,2017,Mumbai,Maharashtra,HUMAN TRAFFICKING,LABOUR TRAFFICKING,IPC 370,Street,36.0,36.0,male,,Charge Sheeted,High,,
9927/2022,16/09/2022 06:56:00,2022,Mumbai,Maharashtra,KIDNAPPING,Abduction for Ransom,Sec 363,HIGHWAY,46.0,55.0,M,,CLOSED,High,19.06489385155372,72.96727117876442
FIR/IND/2019/9195,21-10-2019,2019,Indore,Madhya Pradesh,RIOTING,Communal Riot,IPC 147,STREET,7.0,49.0,Male,NO,PENDING TRIAL,Medium,22.737766060712755,75.79094950272447
FIR/AHM/2021/6940,28 February 2021 12:21 AM,2021,Ahmedabad,Gujarat,CYBER CRIME,IDENTITY THEFT,it act 66,Railway Station,1.0,65.0,,False,Pending Trial,low,22.966080685706526,72.69314227011623
3752/2015,18/04/2015 18:17:00,2015,Bangalore,Karnataka,DOMESTIC VIOLENCE,DOWRY HARASSMENT,DV Act 2005,RESIDENCE,44.0,50.0,Male,No,,MEDIUM,12.886975230404023,77.52601616278277
FIR/BHO/2019/1455,18/12/2019 00:43:00,2019,Bhopal,Madhya Pradesh,CYBER CRIME,Hacking,Sec 66 IT Act,Railway Station,17.0,21.0,Male,n,closed,low,23.31344531120239,77.5522353203503
FIR83642016,08 April 2016 03:51 PM,2016,Nagpur,Maharashtra,DRUG OFFENSE,Peddling,NDPS Act,Street,46.0,72.0,f,,CHARGE SHEETED,LOW,,
FIR44442018,24 January 2018 02:08 PM,2018,Kolkata,West Bengal,THEFT,Shoplifting,IPC 378,Office,9.0,11.0,F,n,under investigation,Low,22.523413606189873,88.35179570016307
JAI-2022-6611,14-03-2022,2022,Jaipur,Rajasthan,RAPE/SEXUAL ASSAULT,RAPE,376 IPC,,,36.0,Unknown,,CONVICTED,High,26.984685459308032,75.71139857051381
6652/2016,19 July 2016 03:53 PM,2016,Hyderabad,Telangana,ATTEMPT TO MURDER,STABBING,307 IPC,Railway Station,47.0,49.0,m,True,UNDER INVESTIGATION,high,17.42856309091653,78.61760739165517
BAN-2020-1166,1587416220,2020,Bangalore,Karnataka,FRAUD/CHEATING,ONLINE FRAUD,IPC-420,OFFICE,36.0,5.0,FEMALE,FALSE,Convicted,Low,13.045611318556977,77.73811978012785
HYD-2023-7576,06/04/2023 18:28:00,2023,Hyderabad,Telangana,FRAUD/CHEATING,Investment Scam,420 IPC,SCHOOL,34.0,40.0,Female,,CLOSED,Low,17.41959637579191,78.34998888188761
1147/2019,29-07-2019,2019,Jaipur,Rajasthan,DOMESTIC VIOLENCE,physical abuse,DV Act 2005,Railway Station,48.0,45.0,Male,False,CHARGE SHEETED,MEDIUM,27.043060263745456,75.74577447087572
DEL-2021-1776,11/11/2021 16:01:00,2021,Delhi,Delhi,RAPE/SEXUAL ASSAULT,SEXUAL ASSAULT,Sec 376,Market,21.0,58.0,M,yes,Convicted,High,28.81691008190009,77.06054387155051
KAN-2019-4236,12 December 2019 12:13 PM,2019,Kanpur,Uttar Pradesh,CYBER CRIME,PHISHING,Sec 66 IT Act,Highway,,72.0,Female,Y,Convicted,low,26.454171480329,80.19398586041571
fir/jai/2018/2328,01/10/2018 21:49:00,2018,Jaipur,Rajasthan,DRUG OFFENSE,POSSESSION,ndps act,Highway,12.0,28.0,Male,Y,closed,LOW,26.837834615648305,75.67384032433475
FIR/PUN/2021/8110,1638939960,2021,Pune,Maharashtra,ASSAULT,SIMPLE ASSAULT,ipc 351,Market,23.0,55.0,MALE,no,Under Investigation,Medium,18.64518321256787,73.74082408147092
FIR38642020,06/04/2020 09:36:00,2020,Bhubaneswar,Odisha,DRUG OFFENSE,possession,ndps act,RESIDENCE,47.0,24.0,,NO,Closed,LOW,20.410685469844832,85.96575780492485
FIR/BAN/2019/9045,02/12/19 06:11,2019,Bangalore,Karnataka,MURDER,premeditated,ipc 302,ATM,13.0,31.0,Male,YES,under investigation,High,,
FIR/MUM/2018/8040,07/09/2018 04:41:00,2018,Mumbai,Maharashtra,FRAUD/CHEATING,Investment Scam,IPC-420,ATM,44.0,40.0,Male,,Under Investigation,Low,19.126986958241588,72.97822864131993
JAI-2022-2771,04-09-2022,2022,Jaipur,Rajasthan,ROBBERY,Unarmed Robbery,ipc 392,Office,48.0,20.0,M,NO,Pending Trial,HIGH,26.886664555078667,75.87717679077532
fir/pun/2016/7688,23/11/2016 14:56:00,2016,Pune,Maharashtra,CYBER CRIME,PHISHING,it act 66,Highway,23.0,56.0,Unknown,Y,,low,18.52738298329975,73.84961237739041
FIR42592019,13-08-2019,2019,Ahmedabad,Gujarat,CYBER CRIME,Identity Theft,Sec 66 IT Act,BANK,9.0,24.0,Male,No,Closed,low,22.937008274860744,72.60842990621866
4972/2015,09 January 2015 03:29 PM,2015,Chennai,Tamil Nadu,DOMESTIC VIOLENCE,Dowry Harassment,ipc 498a,ATM,27.0,63.0,Male,No,charge sheeted,MEDIUM,12.958578094544933,80.37867468566625
FIR21892015,23/04/15 04:40,2015,Jaipur,Rajasthan,DRUG OFFENSE,possession,Sec 20 NDPS,Street,22.0,73.0,Female,,CONVICTED,LOW,27.02305950839272,75.66153228854532
FIR61042022,11/07/2022 22:51:00,2022,Mumbai,Maharashtra,DOMESTIC VIOLENCE,Dowry Harassment,IPC 498A,RAILWAY STATION,25.0,12.0,Male,FALSE,Convicted,MEDIUM,19.1112803201031,73.00257962239657
CHE-2023-7951,17/09/2023 22:21:00,2023,Chennai,Tamil Nadu,THEFT,shoplifting,IPC-378,STREET,47.0,18.0,f,NO,PENDING TRIAL,Low,13.11028220261889,80.1256057010442
JAI-2019-7916,26 January 2019 10:44 AM,2019,Jaipur,Rajasthan,ASSAULT,Simple Assault,ipc 351,MARKET,46.0,61.0,Female,,Acquitted,Medium,26.98530910465962,75.90451114522446
fir/pun/2023/1273,2023-01-12 16:30:00,2023,Pune,Maharashtra,THEFT,PICKPOCKETING,IPC 378,,,36.0,F,N,under investigation,Low,18.58104701855886,73.99754013950611
MUM-2022-3796,18 April 2022 04:23 PM,2022,Mumbai,Maharashtra,FRAUD/CHEATING,BANK FRAUD,420 IPC,Railway Station,36.0,58.0,UNKNOWN,Yes,under investigation,Low,19.131261426765068,72.76835068253024
8712/2022,22/09/2022 11:13:00,2022,Bangalore,Karnataka,THEFT,PICKPOCKETING,IPC 378,Bank,46.0,77.0,UNKNOWN,False,Closed,Low,13.005886210366102,77.66713032842767
AHM-2021-8536,15/06/2021 23:11:00,2021,Ahmedabad,Gujarat,FRAUD/CHEATING,ONLINE FRAUD,420 IPC,Railway Station,34.0,52.0,M,Y,PENDING TRIAL,Low,23.03246215224656,72.54430820104734
FIR55492019,20/07/19 09:44,2019,Mumbai,Maharashtra,BURGLARY,Night Burglary,IPC 457,Market,29.0,45.0,Female,FALSE,Pending Trial,Medium,18.99645641028522,72.73700114919758
AHM-2022-1766,1669506660,2022,Ahmedabad,Gujarat,RAPE/SEXUAL ASSAULT,SEXUAL ASSAULT,ipc 376,Bank,32.0,28.0,M,FALSE,CHARGE SHEETED,High,23.138231018184346,72.62427458134148
4457/2020,2020-06-02 20:45:00,2020,Ahmedabad,Gujarat,THEFT,Chain Snatching,ipc 378,Railway Station,49.0,64.0,MALE,FALSE,Under Investigation,Low,23.027068806274404,72.6481911063065
DEL-2018-8196,25 January 2018 03:47 PM,2018,Delhi,Delhi,COUNTERFEITING,fake currency,489A IPC,Railway Station,39.0,12.0,m,TRUE,,Low,28.571796248904533,77.22021124022359
8122/2018,05/11/2018 12:20:00,2018,Bangalore,Karnataka,ASSAULT,Road Rage,Sec. 351,,13.0,41.0,Male,no,Acquitted,Medium,12.934764193427737,77.63310219643655
DEL-2019-3681,2019-04-04 07:40:00,2019,Delhi,Delhi,FRAUD/CHEATING,INVESTMENT SCAM,ipc 420,School,35.0,21.0,female,Yes,,Low,28.599808550925072,77.15880888337402
SUR-2022-6706,09/09/2022 13:07:00,2022,Surat,Gujarat,FRAUD/CHEATING,Online Fraud,IPC 420,Bank,24.0,45.0,Female,N,CHARGE SHEETED,Low,21.08200485849571,72.87903387653132
JAI-2019-6541,13/05/19 11:34,2019,Jaipur,Rajasthan,THEFT,Shoplifting,Sec 378,RAILWAY STATION,1.0,43.0,FEMALE,N,Charge Sheeted,Low,26.926539530654637,75.75975723749582
FIR/CHA/2022/8690,03/05/2022 06:06:00,2022,Chandigarh,Punjab,DOMESTIC VIOLENCE,Mental Cruelty,498-A IPC,Residence,42.0,39.0,female,Yes,Acquitted,MEDIUM,30.781651321167598,76.90057397368277
FIR74392016,08/01/2016 12:54:00,2016,Mumbai,Maharashtra,BURGLARY,HOUSE BREAKING,ipc 457,BANK,2.0,32.0,FEMALE,,closed,Medium,,
4392/2021,05/03/2021 21:19:00,2021,Bangalore,Karnataka,CYBER CRIME,HACKING,IT Act 66,Highway,39.0,9.0,Unknown,No,Charge Sheeted,low,12.923545505675461,77.5690794804177
SUR-2021-2356,01 October 2021 08:16 AM,2021,Surat,Gujarat,ROBBERY,Armed Robbery,392 IPC,BANK,43.0,62.0,,YES,charge sheeted,HIGH,21.161740963405144,72.75788527041338
KAN-2015-6666,04/05/2015 11:43:00,2015,Kanpur,Uttar Pradesh,THEFT,Shoplifting,378,Residence,42.0,8.0,Male,no,Convicted,Low,,
4267/2023,05-10-2023,2023,Indore,Madhya Pradesh,THEFT,MOBILE THEFT,378 IPC,Railway Station,42.0,31.0,Male,,PENDING TRIAL,Low,22.603169085838157,75.85182479883068
fir/mum/2019/8138,09/08/2019 00:27:00,2019,Mumbai,Maharashtra,KIDNAPPING,Abduction for Ransom,ipc 363,Office,1.0,25.0,UNKNOWN,N,under investigation,High,19.143276447814046,72.81648280820762
PAT-2016-3111,04/09/2016 07:49:00,2016,Patna,Bihar,DOMESTIC VIOLENCE,Dowry Harassment,DV Act 2005,ATM,45.0,39.0,male,N,PENDING TRIAL,MEDIUM,25.52452897870425,85.03711274378799
FIR37292016,2016-05-18 16:29:00,2016,Kolkata,West Bengal,KIDNAPPING,CHILD KIDNAPPING,ipc 363,SCHOOL,,9.0,Male,no,CONVICTED,High,22.53441397717541,88.28060148002109
CHA-2020-1411,02-07-2020,2020,Chandigarh,Punjab,THEFT,Mobile Theft,IPC 378,Office,45.0,27.0,M,n,Acquitted,Low,30.61199263327734,76.85948165390923
FIR53192018,25/07/2018 09:23:00,2018,Delhi,Delhi,ROBBERY,Armed Robbery,IPC 392,HIGHWAY,17.0,,female,No,CHARGE SHEETED,HIGH,,
9617/2020,2020-12-30 03:55:00,2020,Kolkata,West Bengal,THEFT,SHOPLIFTING,Sec 378,RAILWAY STATION,2.0,34.0,MALE,Yes,closed,Low,22.423536182439314,88.50243271472671
8387/2020,27-01-2020,2020,Jaipur,Rajasthan,THEFT,Chain Snatching,IPC-378,Street,37.0,13.0,,YES,PENDING TRIAL,Low,26.977322965733823,75.90240308864594
FIR60992021,22-07-2021,2021,Mumbai,Maharashtra,BURGLARY,Shop Breaking,ipc 457,SCHOOL,1.0,36.0,Male,,closed,Medium,19.111104394474165,72.86098674062946
FIR49492017,31/01/17 00:33,2017,Hyderabad,Telangana,ATTEMPT TO MURDER,Stabbing,ipc 307,Residence,26.0,52.0,Male,yes,CONVICTED,high,,
fir/del/2019/9368,09/03/2019 18:49:00,2019,Delhi,Delhi,DOMESTIC VIOLENCE,PHYSICAL ABUSE,498-A IPC,Office,33.0,59.0,Female,FALSE,Pending Trial,MEDIUM,,
FIR/JAI/2016/6770,08/19/2016 23:49:00,2016,Jaipur,Rajasthan,FRAUD/CHEATING,INVESTMENT SCAM,Sec 420,ATM,,12.0,F,False,PENDING TRIAL,Low,26.812847800335202,75.64091206204907
CHE-2023-1286,1689847500,2023,Chennai,Tamil Nadu,DOMESTIC VIOLENCE,Dowry Harassment,Sec 498A,RAILWAY STATION,27.0,21.0,M,n,CLOSED,MEDIUM,,
fir/jai/2020/1718,1593699180,2020,Jaipur,Rajasthan,BURGLARY,Night Burglary,ipc 457,ATM,37.0,33.0,Male,NO,Acquitted,Medium,26.916911207664658,75.79915079483209
FIR25592018,26/01/2018 17:20:00,2018,Mumbai,Maharashtra,EXTORTION,Threatening,Sec 383,ATM,36.0,27.0,UNKNOWN,Y,CLOSED,medium,,
BAN-2016-5821,01/08/16 22:23,2016,Bangalore,Karnataka,ASSAULT,Road Rage,Sec. 351,SCHOOL,16.0,53.0,male,YES,Acquitted,Medium,12.840478136264514,77.67053004842099
MUM-2020-5161,2020-04-25 18:25:00,2020,Mumbai,Maharashtra,DRUG OFFENSE,possession,NDPS Act,RESIDENCE,,13.0,,N,,LOW,18.953066662909638,72.74228283737722
AHM-2015-7181,19/11/15 12:20,2015,Ahmedabad,Gujarat,BURGLARY,House Breaking,IPC 457,OFFICE,,,Male,YES,CLOSED,Medium,23.090507662786916,72.51213491406362
FIR/BHO/2017/4450,06/08/2017 18:13:00,2017,Bhopal,Madhya Pradesh,FRAUD/CHEATING,INVESTMENT SCAM,ipc 420,Highway,36.0,22.0,Female,,Pending Trial,Low,23.361378105832117,77.44836259056497
AHM-2020-6391,16/11/2020 08:53:00,2020,Ahmedabad,Gujarat,DOMESTIC VIOLENCE,Mental Cruelty,DV Act 2005,RESIDENCE,22.0,56.0,FEMALE,N,CHARGE SHEETED,MEDIUM,23.17206907806471,72.53238557775434
6582/2019,1568010000,2019,Kanpur,Uttar Pradesh,DOMESTIC VIOLENCE,DOWRY HARASSMENT,IPC 498A,Residence,10.0,53.0,M,N,CONVICTED,MEDIUM,26.506546236936916,80.1933554356218
AHM-2019-2791,03/02/2019 12:30:00,2019,Ahmedabad,Gujarat,OTHER IPC OFFENSE,Unlawful Assembly,Other IPC,,40.0,20.0,F,No,Charge Sheeted,Low,22.98862221357075,72.51233697361243
fir/mum/2018/3558,1544722860,2018,Mumbai,Maharashtra,ROBBERY,ARMED ROBBERY,Sec 392,Office,1.0,,MALE,,Closed,HIGH,19.04602248590474,72.92426500697596
CHE-2016-7896,24/08/2016 12:43:00,2016,Chennai,Tamil Nadu,CYBER CRIME,IDENTITY THEFT,it act 66,Highway,44.0,,male,no,closed,low,,
FIR19242021,30 November 2021 09:50 PM,2021,Indore,Madhya Pradesh,ASSAULT,ROAD RAGE,IPC 352,Railway Station,24.0,68.0,F,No,Convicted,Medium,22.66519052022192,75.89700190187368
FIR33042015,15/01/2015 01:50:00,2015,Bangalore,Karnataka,CYBER CRIME,Hacking,IT Act 66,School,1.0,68.0,F,False,,low,12.846255514952837,77.55522798772911
fir/pun/2022/7253,13/05/22 04:34,2022,Pune,Maharashtra,THEFT,CHAIN SNATCHING,IPC 378,,19.0,63.0,F,,under investigation,Low,18.515793215419922,73.86558206666645
5332/2017,18 February 2017 03:50 PM,2017,Chennai,Tamil Nadu,THEFT,Mobile Theft,IPC 378,Street,18.0,77.0,M,,CONVICTED,Low,12.975748581895314,80.21760149393359
CHA-2016-8406,1465888860,2016,Chandigarh,Punjab,CYBER CRIME,Social Media Abuse,66C IT Act,Railway Station,10.0,54.0,female,NO,PENDING TRIAL,low,30.59175468828224,76.82783064922322
FIR89242016,17 October 2016 02:57 PM,2016,Chennai,Tamil Nadu,ASSAULT,ROAD RAGE,Sec. 351,School,13.0,,Male,,CHARGE SHEETED,Medium,13.230695890100419,80.31023328285833
FIR/MUM/2021/3095,18/11/2021 15:21:00,2021,Mumbai,Maharashtra,VEHICLE THEFT,TWO WHEELER,IPC 379,RAILWAY STATION,17.0,62.0,,NO,UNDER INVESTIGATION,Low,19.132281139666258,72.9832265381316
3552/2016,25/05/2016 14:09:00,2016,Bangalore,Karnataka,EXTORTION,Online Extortion,383 IPC,RESIDENCE,,14.0,Female,,,medium,13.046444645450174,77.55981755650348
FIR/DEL/2023/9685,02/05/23 13:35,2023,Delhi,Delhi,THEFT,Shoplifting,IPC-378,Highway,28.0,20.0,m,,,Low,28.55621383750572,77.11559075599045
9992/2019,06/03/2019 02:52:00,2019,Indore,Madhya Pradesh,ROBBERY,Bank Robbery,ipc 392,Bank,25.0,14.0,,No,Charge Sheeted,HIGH,22.79904702443471,75.92457074937421
FIR/GUW/2016/6165,19/11/16 08:04,2016,Guwahati,Assam,THEFT,SHOPLIFTING,IPC 378,Railway Station,49.0,47.0,M,FALSE,,Low,26.111740514750434,91.85296875084802
FIR33342015,1425514860,2015,Mumbai,Maharashtra,ASSAULT,GRIEVOUS HURT,Sec. 351,Highway,34.0,23.0,MALE,no,Pending Trial,Medium,19.124088624009065,72.73702714508083
FIR88142019,1574397120,2019,Indore,Madhya Pradesh,ROBBERY,ARMED ROBBERY,Sec 392,Market,5.0,35.0,Female,FALSE,Pending Trial,HIGH,22.57344073799416,75.71071579055439
3332/2023,24 August 2023 04:18 AM,2023,Kanpur,Uttar Pradesh,EXTORTION,THREATENING,IPC 383,ATM,25.0,68.0,M,n,closed,medium,26.311841035705164,80.40221083178616
fir/pun/2019/9413,11/03/19 17:22,2019,Pune,Maharashtra,KIDNAPPING,ABDUCTION FOR RANSOM,Sec 363,Market,11.0,5.0,Male,No,Pending Trial,High,18.632949887598794,73.90852754949772
KOL-2016-2521,2016-01-18 08:22:00,2016,Kolkata,West Bengal,BURGLARY,house breaking,ipc 457,Office,37.0,53.0,male,No,charge sheeted,Medium,22.45913322013551,88.42935710306959
FIR53892015,27/09/15 22:32,2015,Hyderabad,Telangana,VEHICLE THEFT,Car Theft,IPC 379,Market,25.0,21.0,MALE,,,Low,17.42647986797342,78.51231898712797
2912/2017,10/11/2017 19:45:00,2017,Lucknow,Uttar Pradesh,KIDNAPPING,Child Kidnapping,Sec 363,ATM,20.0,40.0,,YES,under investigation,High,26.802706886725783,80.82739722587857
fir/koc/2022/1683,08-09-2022,2022,Kochi,Kerala,THEFT,shoplifting,ipc 378,ATM,20.0,49.0,FEMALE,Y,,Low,9.942708232442078,76.20153263002275
CHA-2017-5761,2017-02-01 13:14:00,2017,Chandigarh,Punjab,BURGLARY,Shop Breaking,IPC 457,HIGHWAY,23.0,7.0,m,False,Closed,Medium,30.776408158145482,76.91372732313339
FIR/BHO/2017/5470,1510871220,2017,Bhopal,Madhya Pradesh,THEFT,Pickpocketing,Sec 378,Highway,10.0,49.0,Female,Yes,CLOSED,Low,,
FIR/BHO/2015/7280,14/01/2015 00:52:00,2015,Bhopal,Madhya Pradesh,BURGLARY,Night Burglary,ipc 457,Highway,24.0,73.0,m,,Closed,Medium,23.17279949317266,77.32029272872278
9752/2016,30/04/2016 01:44:00,2016,Hyderabad,Telangana,ASSAULT,Simple Assault,IPC 352,street,35.0,77.0,male,No,,Medium,17.40484872766202,78.48296453654304
MUM-2022-1751,29/01/2022 15:29:00,2022,Mumbai,Maharashtra,THEFT,CHAIN SNATCHING,Sec 378,MARKET,40.0,40.0,male,No,UNDER INVESTIGATION,Low,,
